case_path	baseline_category	baseline_reason_unverified	owner_title	owner_url	local_status
_06_issues/_13_1h/bug_bts_10506	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_13_1h/bug_bts_10507	A	same 'Attempt to use a not supported service' JDBC failure family (Main/DbTest test suite)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_10509	A	same 'Attempt to use a not supported service' JDBC failure family (Main/DbTest test suite)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_10519	A	same 'Attempt to use a not supported service' JDBC failure family (Main/DbTest test suite)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_10521	A	same shared JDBC functional-suite Main test used by bug_bts_10502/10503/10505/10507/10509/10519 comes back empty for the 'Holdable results m	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_10721	G	JDBC connect error code changed from -353 to -21112 for scenario 1 (broker up, server/service down)	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_13_1h/bug_bts_10773	A	broker error_log directory never created; 'A database has not been restarted' message expected during a mid-session server restart never app	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_10818	NEW		환경·JDBC 로그 변경·시간 플레이키 TC 판정	https://github.com/xmilex-git/workspace/issues/232	recheck_required
_06_issues/_13_1h/bug_bts_10851	F	OverflowBrokerJobQueue java client (testing MIN/MAX_NUM_APPL_SERVER=1 job-queue overflow behavior) runs the full 300s 'timeout' without comp	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_06_issues/_13_1h/bug_bts_11524	A	cubrid broker status -f column 14 (client CAS version) empty/missing	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_11548	NEW		CI test_shell 1차 안정화 — 제품 수정 검증과 잔여 TC 계열 이관	https://github.com/xmilex-git/workspace/issues/211	verified_pass_54126c187
_06_issues/_13_1h/bug_bts_9491	E	plan-dump diff: extra/reordered 'Statistics updated successfully' and error-message ordering	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_13_1h/bug_bts_9585	G	query cancel via broker times out; broker SQL log path missing	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_13_1h/bug_bts_9593	L	multiple sub-case NOKs, no single clear diff isolated in time available	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_13_1h/bug_bts_9655	A	tranlist_invalid diff + 'Unknown class' drop message includes stale CAS INFO tag	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_1h/bug_bts_9692	G	csql SELECT fails with 'cannot connect to the server adoption socket' right after a JDBC batch-deadlock stress test, though server is up	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_13_1h/bug_bts_9771	E	insert-with-subquery plan dump has 2 extra 'Statistics updated successfully' lines vs answer	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_13_2h/bug_bts_10665	E	server .err log missing the SQL_ID-tagged 'Query execution error' line the TC greps for	운영 호환 구현 잔여 — 로그·동적 제어·접속 종류·query replace	https://github.com/xmilex-git/workspace/issues/222	recheck_required
_06_issues/_13_2h/bug_bts_11351	C	cubrid plandump 'sql user text' entries now include trailing semicolon and differ in ordering	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_13_2h/bug_bts_11841	L	CCI multi-thread test suite: 'COUNT: 0' occurs 2 times instead of expected 3	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_13_2h/bug_bts_11918	E	trigger EXECUTE AFTER print action output missing once (out of 2 expected occurrences)	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_13_2h/bug_bts_12003	D	broker refuses to start/stop with shard config: 'config error, shard1, SHARD is not supported'	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_2h/bug_bts_12148	A	charSet=euckr connection param no longer resolves en_US/ksc-euc locale combination	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_13_2h/bug_bts_12253	C	server-shutdown-during-session disconnect message not written to csql.err	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_13_2h/bug_bts_12516	UNEXECUTED	was unexecuted (node hang) in prior run	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_13_2h/bug_bts_9617	L	insufficient time to isolate case 2/3 failing diff	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_1h/bug_bts_10046	A	broker admin_change_conf on APPL_SERVER_MAX_SIZE now rejected as a server-side (cas_*) parameter	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_10047	A	broker changeconf on SQL_LOG_MAX_SIZE/LONG_QUERY_TIME/LONG_TRANSACTION_TIME/TIME_TO_KILL/SQL_LOG2 all rejected as server-side (cas_*) params	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_11201	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_1h/bug_bts_11649	A	broker changeconf on LONG_QUERY_TIME/LONG_TRANSACTION_TIME rejected as server-side (cas_*) params	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_11650	D	broker start fails: 'config error, shard1, SHARD is not supported'	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_11932	D	shard-hinted SQL script (/*+ shard_id(0) */) produces no output at all vs full expected transcript	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_12558	A	broker sql_log directory/file layout missing: 'connect db' entries never captured	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_12563	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_1h/bug_bts_12592	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_1h/bug_bts_12920	E	plandump 'sql hash text' now dumps full serialized connection-parameter string instead of plain SQL	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_14_1h/bug_bts_12953	D	SHARD_KEY-hinted prepare/execute script produces no output vs expected 'Prepare SQL'/'execute N - a' transcript	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_13223	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_1h/bug_bts_13276	E	Java and CCI clients both fetch 3 extra rows (6,7,8) beyond expected result set, before/after a server+broker restart	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_14_1h/bug_bts_13339	A	'show access status' loses per-session client HOSTNAME/program ('csql') identity for all connected users	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_13351	J	cci_applier does not self-stop after a SQL apply failure ('cci_applier didn't stop, but we expect it stop')	HA cci_applier 실패 처리 TC — 오류 후 종료·정리 검증	https://github.com/xmilex-git/workspace/issues/231	recheck_required
_06_issues/_14_1h/bug_bts_13357	A	csql interactive ';.h on' (communication histogram) feature unsupported: 'Histogram commands are not supported by this csql'	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_13376	G	opening 1000 lazy JDBC connections yields 960 exceptions; test also ran ~1205s (flagged NOK timeout)	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_14_1h/bug_bts_13390	A	every JDBC operation fails (SQLException) when test forces AS-pool reuse via MIN_NUM_APPL_SERVER=1 + repeated reconnect between ops	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_13392	A	'show access status' missing HOSTNAME/csql identity AND session intl_date_lang/intl_number_lang/intl_collation come back empty	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_1h/bug_bts_13430	C	csql `;ge intl_date_lang` / `;ge intl_number_lang` / `;ge intl_collation` session commands return empty instead of resolved defaults	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_06_issues/_14_1h/bug_bts_14023	C	unique-constraint error message now duplicated into csql.err when TC expects it absent there	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_14_2h/bug_bts_10511	L	2 CUBRIDExceptions thrown loading bit-varying/BLOB data via JDBC; exact exception text not visible in captured log	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_2h/bug_bts_12050	UNEXECUTED	was unexecuted (node hang) in prior run	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_14_2h/bug_bts_13265	A	'cubrid broker status' never reports a CLOSE_WAIT connection state, cascading into a 'cannot connect to database' failure	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_2h/bug_bts_13994/err_log_dir	A	broker error_log directory/files missing: '/home/CUBRID/log/broker/error_log/broker1*.err: No such file or directory'	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_2h/bug_bts_13994/max_prepared_stmt_count	A	broker changeconf on MAX_PREPARED_STMT_COUNT rejected as a server-side (cas_*) parameter	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_2h/bug_bts_13994/session_timeout	A	broker changeconf on SESSION_TIMEOUT rejected as a server-side (cas_*) parameter	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_2h/bug_bts_14288	L	not analyzed in time available	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_14_2h/bug_bts_14649	A	broker sql_log/query_editor sql_log files missing, driving Count=0 both places	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_14_2h/bug_bts_15093	A	broker sql_log directory/file missing: cp/grep of broker1_1.sql.log fails ('No such file or directory')	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_15_1h/bug_bts_11092	C	csql batch-file output missing '1 command(s) successfully processed.' completion messages	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_1h/bug_bts_13852	E	'update statistics on all classes' missing 'Statistics updated successfully: N tables, M columns (K skipped: histogram type not supported)'	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_1h/bug_bts_14229	C	invalid isolation-level error text ('invalid_level is not defined') not written to csql.err	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_1h/bug_bts_14565	H	core file found on host after test run (2 occurrences)	코어·MERGE·클라이언트 kill TC 계열 — 종료 시그니처 판정	https://github.com/xmilex-git/workspace/issues/229	recheck_required
_06_issues/_15_1h/bug_bts_14752	A	cubrid statdump missing a 'WORKER,PAGE' statistics section	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_15_1h/bug_bts_16933	C	'SET autocommit off' invalid-system-parameter error text not written to csql.err	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_1h/bug_bts_17026	E	BEFORE INSERT trigger 'execute print' action produces zero output across 5 cases (expected 6 'a' lines each)	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_1h/bug_bts_7462_2	F	Test_7462_1 (lock_timeout=-1 scenario) hangs, harness kills the script after ~1205s	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_06_issues/_15_1h/bug_bts_8682	E	'Statistics updated successfully:  table,  columns.' summary lines (with counts) missing from actual output	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_2h/bug_bts_16113	C	'Isolation level set to:' / level-name confirmation lines missing entirely from csql session-command output (3 cases)	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_15_2h/bug_bts_17534	H	core file found on host after test run (2 occurrences)	코어·MERGE·클라이언트 kill TC 계열 — 종료 시그니처 판정	https://github.com/xmilex-git/workspace/issues/229	recheck_required
_06_issues/_15_2h/bug_bts_17595_2	A	old bundled JDBC driver jar (JDBC-9.3.0.0206) cannot connect at all against the merged server	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_16_2h/cbrd_20510	UNEXECUTED	was unexecuted (node hang) in prior run	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20145_1	A	communication_histogram=yes debug stats (';plan'/';lock'/histogram dumps, 'Histogram of client requests') no longer produced by thin csql	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_17_1h/cbrd_20149_cache_clones	E	XASL cache dump 'sql user text' now includes trailing ';' and an extra blank line vs. answer	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20149_cache_work	E	same as cbrd_20149_cache_clones: XASL cache 'sql user text' includes trailing ';' + extra blank line	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20149_ddl	E	same trailing-';' XASL cache text diff, plus cache entries appear in a different order than answer	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20149_filter	NEW		csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20149_recompile	E	same trailing-';' XASL cache text diff as the other cbrd_20149 siblings	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20149_xasl	NEW		csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_17_1h/cbrd_20654	L	error.log has content but the redirect/content is not visible in the captured console output	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_17_1h/cbrd_20759/hide_cubrid_replay	A	cubrid_replay tool: broker SQL log file not found / cci connect error, so replay produces no output where a masked-password line was expecte	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_18_1h/bug_bts_13845	A	'kill <tranid>' / 'kill query' / 'kill transaction' csql statements no longer interrupt the target session (all 14 sub-cases NOK)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_18_1h/bug_bts_14303	A	killquery.sql / 'kill' statement doesn't interrupt a long-running 'select sleep(300)' session; no '1 transaction killed' confirmation	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_18_1h/bug_bts_14305	A	same 'kill <tranid>' failure signature as bug_bts_13845/14303 - target session not aborted, no '1 transaction killed' message	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_18_1h/cbrd_22118/01_general	C	'update statistics ... on column' no longer prints the 'Statistics updated successfully: N table, M column(s).' confirmation line	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_18_2h/cbrd_22538	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_20_1h/cbrd_23613_1	A	'cubrid broker start/stop' now fails outright for a DIRECT_HANDOFF+SSL config unless a new DIRECT_HANDOFF_SSL_DB parameter is set, breaking	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_20_1h/cbrd_23613_4	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_20_1h/cbrd_23613_5	A	identical DIRECT_HANDOFF_SSL_DB broker-start failure as cbrd_23613_1	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_20_1h/cbrd_23633	F	test's single sub-case (a raw java proxy forwarding to port 13091, then a custom java client) eventually reports OK but the whole script tak	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_06_issues/_20_2h/cbrd_23688_1	A	identical DIRECT_HANDOFF_SSL_DB broker-start failure blocking all 3 sub-cases	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_20_2h/cbrd_23688_4	A	same DIRECT_HANDOFF_SSL_DB broker-start failure	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_20_2h/cbrd_23688_5	A	same DIRECT_HANDOFF_SSL_DB broker-start failure	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_20_2h/cbrd_23722	F	same java-proxy-to-server pattern as cbrd_23633: sub-case 1 passes quickly but the overall script hangs past the 10-minute CTP timeout with	PL/CSQL·JavaSP·대기 TC 계열 — isolation·콜백·동시 접속	https://github.com/xmilex-git/workspace/issues/228	recheck_required
_06_issues/_20_2h/cbrd_23732	C	same 'Statistics updated successfully: 1 table, 2 columns.' confirmation message missing as in cbrd_22118/01_general	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_21_1h/cbrd_23850	C	session command output for isolation level ('Isolation level set to: / REPEATABLE READ') missing from csql output	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_21_1h/cbrd_23860	A	'cubrid broker changer' (live parameter change) for SQL_LOG_MAX_SIZE reports no 'OK' and the value never actually updates from 100 to 200	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_21_1h/cbrd_23879	C	same 'Statistics updated successfully: 4 tables, 8 columns.' confirmation message missing	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_21_1h/cbrd_23991	A	test tries to kill the CAS process by name ('xkill cub_cas') to force-close a holdable cursor's session; no cub_cas process exists so nothin	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_21_2h/cbrd_23956	C	expected 'ERROR CODE = -550' annotation (for a MERGE 'multiple rows match' error) is missing from csql.err; grep count is 0 instead of 2	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_21_2h/cbrd_24119	NEW		미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_22_2h/cbrd_24517	A	broker_log_top tool can't find the broker sql_log file at all ('No such file or directory'), same missing sql_log signature as cbrd_23915/cb	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_23_1h/cbrd_24644	A	num_tran_rollbacks statistic is inflated by exactly the number of separate short-lived 'csql -c' single-statement connections (40 extra roll	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_23_1h/cbrd_24668	C	same 'Statistics updated successfully: 1 table, 2 columns.' confirmation message missing	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_23_2h/cbrd_24679	A	broker sql_log file broker1_1.sql.log does not exist	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_24_1h/cbrd_25337	A	ddl_audit log file csql_<db>_ddl.log never created; later 'cannot connect to the broker'	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_24_1h/cbrd_25360	UNEXECUTED	was unexecuted (node hang) in prior run	미분류·신규 NOK TC 재판정 — 실제 diff로 담당 계열 확정	https://github.com/xmilex-git/workspace/issues/233	recheck_required
_06_issues/_24_2h/cbrd_24407	C	lock_timeout session parameter always reports -1 instead of the set value	세션·설정 파일 TC 계열 — client-only 값·locale·설정 우선순위	https://github.com/xmilex-git/workspace/issues/226	recheck_required
_06_issues/_24_2h/cbrd_25078	A	db_user.last_access_time/host/program (show access status / login() method) stays NULL after connect	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_24_2h/cbrd_25511	A	CM getlogfileinfo returns 0 log file paths for broker1 (previously listed per-CAS sql/error logs)	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_06_issues/_25_1h/cbrd_25932	C	';con <invalid_user>' error ordering/text differs: extra blank+immediate error, generic 'No error message available' where a specific messag	csql 출력·이력·실행계획 TC 계열 — 원본 재현과 렌더링 호환	https://github.com/xmilex-git/workspace/issues/225	recheck_required
_06_issues/_25_2h/cbrd_26247	B	cub_manager (CM) aborts in cuberr::context::get_thread_local_context during db_restart/boot_restart_client, from a client CM REST call	CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_25_2h/cbrd_26445	NEW		CS·CCI·접속 오류 TC 계열 — 유틸 접속·재시도·결과 정합성	https://github.com/xmilex-git/workspace/issues/227	recheck_required
_06_issues/_26_1h/cbrd_26745	A	TC explicitly checks for a CAS process (broker1_cub_cas) that no longer exists	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
_07_index_enhancement/_04_topn_prepare_stmt	A	xasl_debug_dump '<reset:...>' plan-reset debug markers never appear in csql client output	CAS·SHARD 가정 TC 이행 — 상태 조회·프로세스·로그 기대값 갱신	https://github.com/xmilex-git/workspace/issues/223	recheck_required
